"MTICD","MTICD_NAME","MTICD_ENG_NAME","MTICD_DC","MTICD_ENG_DC"
"041600","가자미","plaice/flounder"," 가자미, 어류, 생선류 "," plaice flounder fish "
"041700","대구","cod"," 대구생선, 생선대구, 은대구, 어류, 생선류, 민대구 "," codgadus ogac, fish, cod "
"041800","뱀장어","eel"," 뱀장어, 실뱀장어, 어류, 생선류 "," glasseel, fish "
"042100","새우","shrimp"," 새우, 대하, 자숙새우, 독도새우, 갑각류 "," shrimp, crawfish, dokdoshrimp "
"042210","꽃게 게","blue crab"," 게, 꽃게, 갑각류 "," bluecrab, crab "
"042290","게 기타게","other crab"," 갑각류, 게, 대게, 돌게, 참게 "," crab "
"042300","바다가재","lobster"," 갑각류, 바다가재, 랍스타, 랍스터 "," lobster "
"042900","기타갑각류","other crustacean"," 갑각류, 따개비, 거북손 "," barnacle "
"043100","오징어","squid"," 갑오징어, 오징어, 한치 "," squid, cuttlefish "
"043200","문어","octopus"," 문어, 산문어, 돌문어, 옥토퍼스, 주꾸미, 쭈꾸미 "," octopus, webfootoctopus "
"043300","낙지","squid poulp"," 낙지 "," poulp "
"831110","집적회로반도체 메모리반도체","memory semiconductor circuit integrated"," 디램모듈, 에스램, 플래시메모리, 하이브리드집적회로, 복합구조칩집적회로 "," memory semiconductor circuit integrated, drammodule, sram, flashmemory "
"831200","집적회로반도체부품","part part of integrated circuit semiconductor integrated semiconductor of circuit"," 리드프레임, 직접회로부품, 전자초소형조리회로 "," monolithic integrated circuits "
"831310","트랜지스터 개별소자반도체","individual device semiconductor transistor"," 개별소자반도체, 기타트랜지스터, 트랜지스터 "," individual device semiconductor transistor "
"831320","다이오드 개별소자반도체","individual device semiconductor diode"," 개별소자반도체, 기타다이오드, 다이오드, 반도체, 장비   "," individual device semiconductor diode "
"831400","개별소자반도체부품","part of individual device semiconductor"," 개별소자반도체, 개별소자반도체다이오드, 개별소자반도체부품, 다이오드, 리드프레임, 트랜지스터 "," part of individual device semiconductor "
"831500","실리콘웨이퍼","wafer silicon"," 실리콘웨이퍼, 웨이퍼, 태양전지제조용 "," siliconwafer, wafer "
"832110","음극선관 천연색음극선관","cathode-raytube naturalcolorcathode-raytube"," 음극선관, 영상용음극선관, 영상모니터용음극선관, 천연색음극선관 "," cathoderay television picture tubes "
"832190","음극선관 기타음극선관","othercathode-raytube cathode-raytube"," 기타음극선관, 음극선관, 수신관, 증폭관, 속도변조관, 디플렉션코일 "," other cathode ray tube "
"832200","자전관","magnetron"," 기타자전관, 자전관 "," magnetron "
"832300","방전관","dischargetube"," 방전관, 방전관부품 "," discharge tube, dischargetube "
"832410","전자관부품 전자총","parts electrontube of electrongun"," 기타전자관부품, 전자관부품, 전자총 "," electronguns "
"832490","전자관부품 기타전자관부품","parts electrontube of other"," 기타전자관부품, 디플렉션, 부품코일, 새도우마스크, 전자관부품 "," parts electrontube "
"012205","화초류 달리아","flower dahlia"," 달리아, 화초류, 화훼류, 꽃 "," flower dahlia, dahlias, corm "
"012206","화초류 히아신스","flower hyacinhus"," 화초류, 화훼류, 히아신스, 꽃 "," flower hyacinhus, hyacinthus "
"012207","화초류 글라디올러스","flower gladiolus"," 화초류, 글라디올러스, 화훼류, 꽃 "," flower gladiolus "
"012208","화초류 아이리스","flower iris"," 아이리스, 화초류, 화훼류, 꽃 "," flower iris "
"012209","프리지아 화초류","flower freesia"," 프리지아, 프리지어, 화초류, 화초류, 꽃 "," flower freesia, freesias "
"012210","수선 화초류","flower narcissus"," 수선화, 화초류, 화훼류, 꽃 "," flower narcissus "
"012211","화초류 난초","flower orchid"," 난초, 화초류, 심비디움, 팔레놉시스, 화훼류, 난초류 "," flower orchid, cymbidium, phalaenopsis "
"012212","카네이션 화초류","flower carnation"," 화훼류, 카네이션, 꽃 "," flower carnation, carnations "
"012290","화초류 기타화초","flower flowers other"," 구즈마니아, 기타화초, 동백, 선인장류, 수목, 안개초, 화초류, 국화, 낙엽송, 장미, 철쭉, 진달래, 사과나무, 복숭아나무, 배나무, 과일나무 "," flower flowers, rhododendron, gypsophila, cactus, peony, camellia "
"012310","산채류 고사리","herb mountain edible bracken"," 고사리, 고사리산채류, 산채류 "," bracken "
"013190","식물성유지 기타식물성유지","oil other vegetable"," 버진오일, 겨자유, 기타식물성유지, 동백유, 땅콩기름, 레몬유, 레지노이드, 목화씨유, 바닐라유, 시트로넬라유, 신나몬리프유, 신나몬바크유, 쌀겨기름, 오렌지유, 옥수수유, 잇꽃유, 팜유, 피마자유, 해바라기씨, 채종유, 팜핵유, 유채유, 호호바유, 박하유, 올리브유, 식용유 "," virgin, palmoil, oleinoil, stearinoil, saffloweroil, gossypoloil, babassuoil, rapeoil, colzaoil, crudeoil, mustardoil, castoroil, riceoil, camelliaoil, jojobaoil, peanutoil, copraoil, coconutoil, maizeoil, orangeoil, lemonoil, peppermintoil, menthaoil, piperitaoil, mintoil, vanillaoil, citronella, barkoil, cinnamonoil, rapeseed "
"012320","죽순 산채류","herb mountain bambooshoot edible"," 산채류, 산채류죽순, 죽순 "," bambooshoot, bambooshoots "
"012330","고비 산채류","herb mountain edible floweringfern"," 고비, 기타고비, 산채류 "," floweringfern, flowering fern "
"215060","합성고무 아크릴로니트닐부타디","synthetic acrylonitrilebutadiene rubber"," 기타합성고무, 아크릴로니트닐부타디 "," synthetic rubber, acrylonitrilebutadiene "
"215070","합성고무 에틸렌프로필렌고무","synthetic ethylenepropylene rubber"," 기타합성고무, 에틸렌프로필렌고무 "," synthetic rubber, ethylenepropylenerubber, epdm "
"215090","합성고무 기타합성고무","synthetic other rubber"," 기타합성고무, 염화부틸고무, 티오플라스트, 브롬화부틸고무, 아크릴로니트릴이소프렌고무, 카르복시화한아크릴로니트릴부타디엔고무 "," synthetic other rubber, brbutadiene, ciir, biir, xnbr, rubber, nir, thioplasts "
"225010","현상하지않은필름 사진영화용재료","cinematographic or not material film developed photographic"," 광전녹음용필름, 엑스선용필름, 영화용필름, 영화필름, 인스턴트인쇄제판용필름, 항공촬영용필름, 현상하지않은필름, 천문용필름, 반도체제조용필름 "," cinematographicfilm, photographicfilm "
"221200","안료","pigment"," 리도폰, 용해성반다이케브라운, 어스칼러, 플라스틱안료색소, 조제안료, 조제유백제 "," lithopones, prepared pigments, opacifiers "
"222100","도료","paint, varnish"," 도료, 디스템퍼, 오일바니시, 수성도료, 에나멜 "," varnishpaint, enamel, lacquer, distemper "
"223000","접착제","adhesive"," 글루접착제, 덱스트린글루, 비엔나글루, 전분글루, 접착제, 액상접착제 "," adhesivestarch, glue, dextringlue "
"227320","메이크업, 기초화장품 화장품","Lipsticks Lip make-up"," 광채쿠션, 기초화장용, 립스틱, 메이크업, 메이크업용, 밀크터치, 색조화장품, 아이섀도, 아이샤도우, 아이새도우, 페이스파우다, 하루하루원더, 화장품, 화장품류, 입술용화장품, 립밤, 마스카라, 비비쿠션, 립글로즈, 립글로우즈, 네일에나멜, 섀도우팔레트, 아이메이크업, 눈화장, 아이라이너, 아이브로우, 립틴트, 쉐이딩, 쉐딩, 하이라이터, 블러셔, 볼터치, 비비크림, 파운데이션 "," lipsticks, makeup, lipstick, eyeshadow, facepowder, cosmetics, lipbalm, mascara, brushpen, bbcushion, bbcream "
"227330","두발용 제품 화장품","Shampoos Shampoos Preparations"," 기골드프리미엄샴푸, 기골드프리미엄트리트먼트, 두발용제품, 린스, 마두카, 샴푸, 스칼프, 스켈프, 에그플래닛아르간엔젤링헤어크림, 염색약, 천연샴푸, 키렌, 트리셀, 트리트먼트, 한방칼라크림자연갈색, 헤어린스, 헤어린스헤어제품, 헤어제품, 헤어크림, 해어래커, 헤어오일, 헤어에센스, 탈모샴푸, 머리영양제, 두피영양제 "," shampoos, hairlacquer, hair rinse, hairtreatment, hairoil, hairessence "
"227340","제품 화장품 면도용","After-shaving lotions Pre-shave,"," 면도용품, 면도용제품, 면도용화장품, 면도용애프터, 셰이빙로션, 애프터셰이빙로션 "," shavinglotions, shaving cream "
"227350","탈취제 인체용 화장품","Personal deodorants and"," 땀냄새제거, 탈취제, 땀억제제 "," deodorant, deodorants, antiperspirant "
"227360","제품 화장품 목욕용","Perfumed bath salts"," 샤워용품, 샤워용제품, 바디클렌저, 목욕용, 입욕제, 케피 버블클렌저, 바디워시, 샤워워시 "," bathsalts, body wash, body cleaser "
"412100","비스코스섬유","staple fiber viscose"," 비스코스섬유, 비스코스레이온 "," viscose fiber, viscosefiber, viscoserayon "
"412200","아세테이트섬유","tow acetate"," 아세테이트섬유, 초산셀룰로오스 "," acetatefilament "
"412900","기타재생섬유","staple other fiber regenerated"," 기타재생섬유, 기타재생섬유리오셀, 리오셀, 리오셀섬유, 반합성원단, 반합성섬유 "," lyocellfabric, lyocell fiber "
"421100","견사","silk yarn"," 누에거트, 견방사, 견방주사, 견사, 견수방사 "," silkwaste, handmadeyarn, noil silk, noilsilk "
"421210","소모사 모사","wool worsted yarn"," 모사, 소모사 "," worstedyarn, kammgarn, gabardine, serge, poral, doeskin, venetian, barathea "
"421220","방모사 모사","wool worsted yarn"," 모사, 방모사 "," woollenyarn, wool, streichgarn, tweed, flannel, saxony, melton, velour, shetland, homespun, hopsack "
"421290","기타모사 ","wool woolen yarn"," 기타모사, 모사, 양모사 "," spun wool, spunwool "
"421310","면사 순면사","yarn/all cotton pure yarn"," 기타면사, 면사, 순면사"," cottonyarn "
"421320","면사 혼방면사","cotton yarn mixed"," 기타면사, 면사, 혼방면사 "," spun cotton mixedyarns "
"421390","면사 기타면사","other cotton yarn"," 기타면사, 면사, 소매용 "," other cottonyarn "
"421910","마사 기타","and others yarn linen"," 대마사, 라미사, 순아마사, 혼방아마사, 황마사, 코이어사 "," flaxyarn, mixedflax, jute, coiryarn, ramieyarn "
"421990","기타사 및 마사 기타","other others yarn linen and"," 기타사, 방직용섬유 모조캣거트, 방직용섬유피복고무, 짐프사, 셔닐사, 루프웨일사 "," imitation catgut, gimpedyarn, chenilleyarn, loopwaleyarn "
"422100","나일론사","filament yarn nylon"," 나일론사, 아라미드, 어망사, 타이어코드사 "," nylonyarn, aramids, fishingnet, tirecord "
"422200","폴리에스터사","filament polyester yarn"," 폴리에스테르, 강력사, 폴리트리메틸렌테레프탈레이트 "," polyesteryarn, polyester, polytrimethyleneterephthalate "
"422300","비스코스사","rayon filament viscose yarn"," 비스코스사, 텍스처사, 텍스처드사, 비스코스레이온 "," viscoseyarn, viscose, texturedyarn "
"422400","아세테이트사","filament yarn acetate"," 기타아세테이트사, 아세테이트사, 텍스처사, 텍스처드사 "," acetateceyarn, texturedyarn "
"422900","기타인조섬유장섬유사","man-made other filament yarn"," 기타인조섬유장섬유사, 로빙, 모노필라멘트, 반합성섬유사, 탄성사, 텍스처사, 텍스처드사, 합성필라멘트사, 탄소섬유 "," filamentyarn, monofilament, roving, elastomeric, texturedyarn "
"423110","폴리에스터방적사 P/C사","yarn polyester spun polyester/cotton"," 폴리에스터방적사, 면혼방사 "," polyester cottonyarn "
"423120","폴리에스터방적사 P/W사","yarn polyester/wool polyester spun"," 폴리에스터방적사, 동물털혼방사 "," polyester woolyarn "
"423190","기타폴리에스터방적사 폴리에스터방적사","yarn other polyester spun"," 강력사, 기타폴리에스터방적사, 방적사, 폴리에스터방적사 "," other polyesteryarn "
"423210","A/C사 아크릴방적사","yarn acrylic acrylic/cotton spun"," 아크릴방적사, 아크릴방적 ac사 "," acrylicyarn, modacrylic "
"423220","아크릴방적사 A/W사","yarn acrylic spun acrylic/wool"," 아크릴방적사, 아크릴방적 aw사 "," acrylicyarn, modacrylic "
"423290","기타아크릴방적사 아크릴방적사","yarn other acrylic spun"," 기타아크릴방적사, 아크릴방적사 "," other acrylicyarn, modacrylic "
"423900","기타인조섬유방적사","other yarn spun artificial"," 강력사, 기타인조섬유방적사, 복합사, 연합사, 케이블사, 나일론사 "," other artificialyarn, multipleyarn, cabledyarn "
"431110","홀치기가공 순견직물","shibori fabrics silkfabrics silk pure"," 순견직물, 천연섬유직물, 홀치기가공, 시보리 "," shibori, shibori fabric "
"431190","기타순견직물 순견직물","other fabrics silkfabrics of silk pure"," 기타순견직물, 순견직물, 사틴, 크렙데신 "," other silkfabric, crepedechine, satin "
"431200","혼방견직물","silkfabrics blended"," 혼방견직물, 아세테이트사혼방, 양모혼방 "," silkfabrics blended silkfabric "
"431900","견노일직물","fabrics noil silk"," 견노일직물, 노일직물 "," fabrics noil silkfabric "
"432100","순모직물 소모","fabrics worsted"," 소모, 순모직물, 양모직물, 천연섬유직물 "," worstedfabric "
"432200","방모직물","fabrics woolen"," 방모직물, 천연섬유직물, 플란넬, 멜턴, 트위드, 홈스펀, 담요 "," woolenfabric, flannel, melton, tweed, homespun "
"432900","기타모직물","fabrics wool other"," 기타모직물, 천연섬유직물, 천연섬유직물기타모직물 "," other woolfabric, animalfabric "
"433110","생지 순면직물","cotton cloth fabrics grey pure"," 생지순면직물, 미표백순면직물, 미표백직물, 순면직물 "," purecotton, cottonfabric, plainweave "
"433120","순면직물 표백","fabrics cotton pure bleaching"," 순면직물, 표백순면직물, 표백직물 "," purecotton, cottonfabric "
"224010","윤활제 표면활성제","lubricant surfactant"," 너트방출제, 방청제, 부식방지제, 볼트방출제, 윤활제, 조제절삭유, 조제윤활제, 이형조제품 "," cuttingoil, antirust, lubricant, antifriction "
"225020","사진영화용재료 현상한필름","cinematographic or material film developed photographic"," 사진영화용재료, 필름, 현상필름, 마이크로필름, 천문용필름, 항공촬영용필름, 엑스선촬영필름, 학술연구용필름, 복사필름, 사진필름, 영화필름 "," cinematographicfilm, camerafilm "
"290000","기타화학공업제품","other chemical articles industry of"," 검테레빈유, 고체알코올, 글루쿠로노락톤, 글리시리진, 글리시리제이트, 노나락톤, 도폭선, 도화선, 등사판원지수정제, 디기탈리스글리코시드, 디브로모테트라플루오르에탄, 디클로로디플루오르메탄, 디클로로트리플루오로에탄, 디클로로펜타플루오로프로판, 디클로로플루오로에탄, 런검, 레보파놀, 로진스피릿, 로진유, 로진염, 루토시드, 리세르그산, 리시딘, 메틸쿠마린, 멜라민, 모르핀, 목초액, 무연화약, 바니시, 발포제, 방청제, 벤조푸란, 부티로락톤, 브로모메탄, 브로모클로로디플루오르메탄, 소포제, 스케일방지제, 시네올, 신호용조명탄, 아디프산피페라진, 아레코린, 아트로핀, 호마트로핀, 암모니아성가스액, 에틸모르핀, 에틸쿠마린, 에페드린, 엘고메트린, 염화시아눌, 염화파라핀, 염화파라핀, 요드메탄, 우드테레빈유, 운데카락톤, 유압제동액, 이사틴, 이온교환체, 이온교환체, 소화탄, 전기뇌관, 점화기, 조제 제빙액, 조제탄산칼슘, 조제탄산칼슘, 진공관게터, 코데인, 쿠마린, 크롬광배소물, 클로로디플루오로메탄, 클로로플루오르메탄, 클로로헵타플루오르프로판, 클로바잠, 메치푸리론, 탈수소초산, 테트라히드로푸란, 테트라히드로푸르푸릴알코올, 페네틸린, 페놀프탈레인, 페닐부타존, 푸르푸릴알코올, 피라조론, 피라졸레이트, 피리딘, 피리미딘, 피페라진, 피페린, 헥사메틸렌테트라민, 헥사민, 헥사클로로디플루오르프로판, 헥사플루오르에탄, 황산테레빈유, 흑색화약, 히스트리오니코톡신, 테트로도톡신, 폭약, 전기뇌관, 신호용조명탄, 메타연료, 점화기 "," glucuronolactone, glycyrrhizin, glycyrrhizates, nonalactone, stencil correctors, dibromotetrafluoroethane, dichlorodifluoromethane, dichlorotrifluoroethanes, dichloropentafluoropropanes, dichlorofluoroethanes, rungum, levorphanol, rosinspirit, rosinoil, rutoside, lysergicacid, lysidine, methylcoumarins, morphine, pyroligneousliquid, benzofuran, butyrolactone, bromomethane, bromochlorodifluoromethane, cineole, arecoline, atropine, homatropine, ammoniacalgasliquors, ethylmorphine, ethylcoumarins, ephedrines, ergometrine, iodomethane, undecalactone, isatin, codeine, coumarin, chlorodifluoromethane, chlorofluoromethane, chloroheptafluoropropanes, clobazam, methyprylon, dehydraceticacid, tetrahydrofuran, tetrahydrofurfurylalcohol, fenetylline, phenolphthalein, phenylbutazone, furfurylalcohol, pyrazolone, sewagesludge, hexamethylenetetramine, hexamine, hexachlorodifluoropropanes, hexafluoroethane, histrinocotoxin, tetrodotoxin "
"225030","현상한영화필름 사진영화용재료","cinematographic or material film developed photographic"," 사진영화용재료, 편집용필름, 뉴스용필름, 필름, 영화필름 "," cinematographicfilm, moviefilm "
"225090","기타사진영화용재료 사진영화용재료","cinematographic other or material photographic"," 감광유제, 감도제, 기타사진영화용재료, 사진영화용재료, 사진용재료, 섬광재료, 조색제, 증도제와 "," intensifiers, reducers, flashlight, fixers, graphicart, sensitisingemulsions "
"226110","농약","agrochemicals"," 농약, 발아억제제, 식물성장조절제, 제초제 "," agrochemicalsnote, herbicide, antisprouting, plantgrowth "
"226120","농약 농약원제","agrochemicals"," 농약, 농약원제, 농약원제농약, 살충제 "," agrochemical, parathion, endosulfan, thiocarbamates, insecticide "
"227100","비누","soap"," 니코틴제제, 비누, 세탁비누, 세탁비누, 약용비누 "," soap "
"227310","화장품 화장수 향수","Perfumes and scents"," 향수, 화장품, 퍼퓸, 샤워코롱 "," perfume, cologne "
"433130","염색 순면직물","fabrics cotton pure dyeing"," 순면직물, 염색옷감, 염색직물, 천연섬유직물, 평직물 "," dyeingg fabrics, dyeinggcotton "
"433190","선염 순면직물","dyed cotton yarn fabrics pure","  데님, 선염, 순면직물, 천연섬유직물, 평직물 "," dyed cottonfabric "
"227370","세안용품 화장품","Other For toilet"," 세안제품, 세안용제품, 세안용품, 세안비누, 얼굴세안제품, 폼클렌저, 폼클렌징, 얼굴용세안용품, 클렌징오일, 클렌징크림, 얼굴필링젤, 클렌징오일폼 "," formcleasing, fromcleaser, facesoap, skinsoap "
"227390","화장품 기타화장품","Mask pack(Sheet masks)"," 수분팩, 머드팩, 마스크팩, 메이크업, 화장품, 화장품류, 스킨케어, 로션, 화장수, 썬크림, 선크림, 자외선차단제, 보습제, 아이크림, 영양크림, 수분크림, 미백크림, 알로에겔, 진정크림, 안티에이징, 에센스오일, 에센스크림 "," maskpack, sheetmask, suncream, sunlotion "
"227900","기타화장품 화장품 기타","Agarbatti and other"," 아가바티, 분향, 기타화장품, 기름종이, 알롱, 왁싱, 탈모제, 향낭, 화장품, 화장품류, 라벤더오일, 디퓨저, 향초, 디퓨져 "," agarbatti, depilatory, perfumed sachet "
"228100","황산","shulfuricacid"," 반도체제조용황산, 제조용무기화합물, 황산 "," shulfuric acid "
"228200","암모니아수","aqueousammonia"," 무수암모니아, 암모니아수 "," ammoniawater, ammoniasolution "
"228300","수산화나트륨","sodiumhydroxide"," 고체수산화나트륨, 수산화나트륨 "," sodium hydroxide "
"228400","과산화수소","hydrogenperoxide"," 과산화수소, 반도체제조용과산화수소, 제조용무기화합물 "," hydrogen peroxide "
"229000","기타정밀화학제품","fine other chemicals"," 라우릴알코올, 리파제, 맥아효소, 무기유연제, 반응시작제, 방향족신탄스, 백금화합물, 브로멜라인, 산화방지조제품, 살서제, 수지성유연제, 스테아린산, 스테아릴알코올, 염화알킬술폰, 인조탈회제, 퀘브라쵸추출물, 팔미틴산, 펙틱효소 "," laurylalcohol, lipase, maltenzymes, reactioninitiators, bromelain, alkylsulphonylchlorides, wattleextract, palmiticacid, pecticenzymes "
"231000","질소비료","fertilizer nitrogenous"," 비료, 비료제조용질소비료, 질소비료, 황산암모늄, 황산암모늄비료 "," fertilizer, ammonium sulphate "
"232000","인산비료","fertilizer phosphate"," 소성인산석회, 혼합인산질비료, 과인산석회, 오르토인산수소칼슘, 기타인산석회 "," fertilizer, superphosphates, disintegrated calciumphosphate "
"233000","칼륨비료","fertilizer potassium"," 기타염화칼륨, 염화칼륨, 칼륨비료 "," fertilizer potassium "
"234000","복합비료","fertilizer compound"," 광물성비료, 화학비료, 질산염비료 "," mineral fertilizer "
"239000","기타비료","fertilizer other"," 거름, 구아노, 기타비료, 식물성비료, 동물성비료 "," other fertilizer, guano "
"241010","시멘트크링커 시멘트","clinker cement"," 시멘트크링커, 시멘트클링커, 시맨트크링커, 시맨트클링커, 소괴 "," cement clinker, cementclinker "
"241020","백시멘트 시멘트","white cement"," 백시멘트, 백색시멘트, 백시맨트, 백색시맨트 "," cement, whitecement "
"241030","포트랜드시멘트 시멘트","portland cement"," 포트랜드시멘트, 시멘트, 포트랜드시맨트, 시맨트, 일반시멘트 "," portland cement, portlandcement "
"241090","시멘트 기타시멘트","other cement"," 알루미나시멘트, 슬래그시멘트 "," other cement, slagcement, aluminacement "
"242100","타일","tile"," 도자제품타일, 시멘트제품타일, 자기제타일, 타일, 인테리어타일, 모자이크타일 "," tile, diatomite, fossil, tripolite, interiortile, mosaictile "
"242300","도자기장식품","ceramic ornament"," 도자기장식품, 도자제품, 도자제품조각상, 도자모빌, 도자소각상, 도자장식용품, 도자기조각상 "," ceramicornament, statuette, busts, ornamental tableware "
"242400","위생용기","ware sanitary"," 목욕통, 수세식변기통, 세면대, 소변기 "," porcelain, porcelainbasin,  porcelainbath "
"242900","기타타일및도자기제품","other or articles of tile ceramic"," 모스경도9경도이상, 가정용품도자기, 도자기제품, 도자제품, 도자기생활필수품, 화분, 도기 "," other articlestile ceramic "
"243100","판유리","plate glass"," 유리제품, 판유리, 저철분유리, 맑은유리, 망입유리, 망입시트유리, 액정디스플레이용유리, 유기발광디스플레이패널용유리 "," plateglass, sheetglass "
"243200","안전유리","safety glass"," 안전유리, 보호유리, 유리창, 차량용유리, 항공기용유리, 우주선용유리 "," safetyglass, aircraftglass, vesselglass, vehicleglass, spacecraftglass, protectiveglass "
"243300","유리거울","glass mirror"," 백미러, 유리거울, 차량용거울, 볼록거울 "," glassmirror, convex mirror, rearviewmirror "
"243400","유리용기","container glass"," 앰플용기, 앰플유리, 유리뚜껑, 유리마개, 유리제품, 기타유리 "," containerglass, glasstop, ampouleglass "
